Symbol,Name,QtyFinanced,AmtFinanced,Date
SKYGOLD,SKY GOLD AND DIAMONDS LTD,255422.0,730.45,2025-08-06
SMALLCAP,MIRAEAMC - SMALLCAP,5355052.0,2462.85,2025-08-06
SMCGLOBAL,SMC GLOBAL SECURITIES LTD,1324778.0,1940.84,2025-08-06
SMLISUZU,SML ISUZU LIMITED,93611.0,2389.5,2025-08-06
SMLT,SARTHAK METALS LIMITED,2871.0,3.48,2025-08-06
SMSPHARMA,SMS PHARMACEUTICALS LTD.,401211.0,946.12,2025-08-06
SNOWMAN,SNOWMAN LOGISTICS LTD.,1302489.0,766.11,2025-08-06
SNXT30BEES,NIPPONAMC - SNXT30BEES,816.0,0.32,2025-08-06
SOBHA,SOBHA LIMITED,242770.0,3404.97,2025-08-06
SOLARA,SOLARA ACTIVE PHA SCI LTD,116152.0,645.25,2025-08-06
SOLARINDS,SOLAR INDUSTRIES (I) LTD,147580.0,21177.24,2025-08-06
SOMANYCERA,SOMANY CERAMICS LIMITED,80139.0,441.77,2025-08-06
SONACOMS,SONA BLW PRECISION FRGS L,2564504.0,11930.22,2025-08-06
SONATSOFTW,SONATA SOFTWARE LTD,1761653.0,6626.8,2025-08-06
SOTL,SAVITA OIL TECHNOLO. LTD,94372.0,437.14,2025-08-06
SOUTHBANK,THE SOUTH INDIAN BANK LTD,34572483.0,9259.23,2025-08-06
SPAL,S. P. APPARELS LIMITED,47877.0,336.25,2025-08-06
SPANDANA,SPANDANA SPHOORTY FIN LTD,661750.0,2251.66,2025-08-06
SPARC,SUN PHARMA ADV.RES.CO.LTD,1827110.0,2731.82,2025-08-06
SPECIALITY,SPECIALITY REST LTD,26557.0,40.86,2025-08-06
SPECTRUM,SPECTRUM ELECTRIC IND LTD,530.0,8.69,2025-08-06
SPENCERS,SPENCER S RETAIL LIMITED,372799.0,282.29,2025-08-06
SPIC,SPIC LTD,1672280.0,1424.3,2025-08-06
SPICEJET,SPICEJET LIMITED,2000.0,0.91,2025-08-06
SPLPETRO,SUPREME PETROCHEM LIMITED,51492.0,373.5,2025-08-06
SPMLINFRA,SPML INFRA LIMITED,648871.0,1741.81,2025-08-06
SPORTKING,SPORTKING INDIA LIMITED,261006.0,319.08,2025-08-06
SRD,SHANKAR LAL RAMPAL LTD,960999.0,760.02,2025-08-06
SREEL,SREELEATHERS LIMITED,14174.0,31.14,2025-08-06
SRF,SRF LTD,146567.0,4211.98,2025-08-06
SRGHFL,SRG HOUSING FINANCE L,39.0,0.12,2025-08-06
SRHHYPOLTD,SREE RAYALSEEMA HHP LTD.,59852.0,385.73,2025-08-06
SRM,SRM CONTRACTORS LIMITED,18965.0,83.23,2025-08-06
SSDL,SARASWATI SAREE DEPOT LTD,9680.0,9.28,2025-08-06
SSWL,STEEL STRIPS WHEELS LTD.,625182.0,1386.14,2025-08-06
STALLION,STALLION IND FLUOROCHEM L,86810.0,100.21,2025-08-06
STANLEY,STANLEY LIFESTYLES LTD,63112.0,212.76,2025-08-06
STAR,STRIDES PHARMA SCI LTD,816605.0,5127.8,2025-08-06
STARCEMENT,STAR CEMENT LIMITED,595027.0,1341.29,2025-08-06
STARHEALTH,STAR HEALTH & AL INS CO L,1505783.0,6494.22,2025-08-06
STARPAPER,STAR PAPER MILLS LTD,1486.0,3.52,2025-08-06
STCINDIA,THE STATE TRADING CORPN,4534.0,7.33,2025-08-06
STEELCAS,STEELCAST LIMITED,8547.0,87.54,2025-08-06
STEELCITY,STEEL CITY SECURITIES LTD,213.0,0.22,2025-08-06
STEELXIND,STEEL EXCHANGE INDIA LTD,4181123.0,449.64,2025-08-06
STERTOOLS,STERLING TOOLS LIMITED,328543.0,1085.48,2025-08-06
STLTECH,STERLITE TECHNOLOGIES LTD,2298301.0,2599.24,2025-08-06
STOVEKRAFT,STOVE KRAFT LIMITED,310586.0,1898.08,2025-08-06
STYLAMIND,STYLAM INDUSTRIES LIMITED,49912.0,818.68,2025-08-06
STYLEBAAZA,BAAZAR STYLE RETAIL LTD,675500.0,1927.5,2025-08-06
STYRENIX,STYRENIX PERFORMANCE LTD,70095.0,1940.1,2025-08-06
SUBEXLTD,SUBEX LTD,958123.0,144.86,2025-08-06
SUBROS,SUBROS LIMITED,116601.0,942.93,2025-08-06
SUDARSCHEM,SUDARSHAN CHEMICAL INDS L,230823.0,2478.77,2025-08-06
SUKHJITS,SUKHJIT STARCH & CHEM LTD,1601.0,3.58,2025-08-06
SULA,SULA VINEYARDS LIMITED,1538872.0,4966.38,2025-08-06
SUMICHEM,SUMITOMO CHEM INDIA LTD,472000.0,2652.52,2025-08-06
SUMMITSEC,SUMMIT SECURITIES LTD,13356.0,281.86,2025-08-06
SUNCLAY,SUNDARAM CLAYTON LIMITED,13441.0,240.95,2025-08-06
SUNDARAM,SUNDARAM MULTI PAP LTD,32929.0,0.7,2025-08-06
SUNDARMFIN,SUNDARAM FINANCE LTD,39068.0,1751.45,2025-08-06
SUNDARMHLD,SUNDARAM FINANCE HOLD LTD,308156.0,1237.1,2025-08-06
SUNDRMFAST,SUNDRAM FASTENERS LTD,95073.0,946.9,2025-08-06
SUNDROP,SUNDROP BRANDS LIMITED,68379.0,530.91,2025-08-06
SUNFLAG,SUNFLAG IRON AND STEEL CO,448224.0,1241.17,2025-08-06
SUNPHARMA,SUN PHARMACEUTICAL IND L,613961.0,9444.07,2025-08-06
SUNTECK,SUNTECK REALTY LIMITED,1158497.0,5185.2,2025-08-06
SUNTV,SUN TV NETWORK LIMITED,663146.0,3653.49,2025-08-06
SUPERHOUSE,SUPERHOUSE LIMITED,167.0,0.28,2025-08-06
SUPRAJIT,SUPRAJIT ENGINEERING LTD,298551.0,1150.75,2025-08-06
SUPREME,SUPREME HOLDIN N HOSP I L,54272.0,42.48,2025-08-06
SUPREMEIND,SUPREME INDUSTRIES LTD,119334.0,4789.01,2025-08-06
SUPRIYA,SUPRIYA LIFESCIENCE LTD,501910.0,3181.73,2025-08-06
SURAJEST,SURAJ ESTATE DEVELOPERS L,818321.0,2508.76,2025-08-06
SURAKSHA,SURAKSHA DIAGNOSTIC LTD,77742.0,239.53,2025-08-06
SURANASOL,SURANA SOLAR LIMITED,2711.0,0.94,2025-08-06
SURANAT&P,SURANA TELECOM AND POW LT,6720.0,1.4,2025-08-06
SURYAROSNI,SURYA ROSHNI LTD,680409.0,1992.94,2025-08-06
SURYODAY,SURYODAY SMALL FIN BK LTD,732074.0,968.37,2025-08-06
SUTLEJTEX,SUTLEJ TEXT & INDUS LTD,100.0,0.04,2025-08-06
SUVEN,SUVEN LIFE SCIENCES LTD,6134.0,8.27,2025-08-06
SUYOG,SUYOG TELEMATICS LIMITED,223.0,3.03,2025-08-06
SUZLON,SUZLON ENERGY LIMITED,92465586.0,55365.84,2025-08-06
SWANENERGY,SWAN ENERGY LIMITED,6482111.0,29097.4,2025-08-06
SWARAJENG,SWARAJ ENGINES LTD,47891.0,1880.48,2025-08-06
SWELECTES,SWELECT ENERGY SYS LTD,303.0,2.02,2025-08-06
SWIGGY,SWIGGY LIMITED,4544205.0,17376.99,2025-08-06
SWSOLAR,STRLNG & WIL REN ENE LTD,7689151.0,22563.51,2025-08-06
SYMPHONY,SYMPHONY LIMITED,192231.0,2178.86,2025-08-06
SYNCOMF,SYNCOM FORMU (I) LTD,121967.0,26.32,2025-08-06
SYNGENE,SYNGENE INTERNATIONAL LTD,670573.0,4310.14,2025-08-06
SYRMA,SYRMA SGS TECHNOLOGY LTD,1069704.0,6230.31,2025-08-06
TAINWALCHM,TAINWALA CHEMICAL AND PLA,1610.0,4.33,2025-08-06
TAJGVK,TAJ GVK HOTELS & RESORTS,714127.0,2782.05,2025-08-06
TALBROAUTO,TALBROS AUTO. COMP. LTD,220852.0,616.85,2025-08-06
TANLA,TANLA PLATFORMS LIMITED,3055526.0,19274.29,2025-08-06
TARC,TARC LIMITED,1257973.0,2274.57,2025-08-06
TARIL,TRANS & RECTI. LTD,863914.0,3988.39,2025-08-06
TARMAT,TARMAT LIMITED,5550.0,3.27,2025-08-06
TARSONS,TARSONS PRODUCTS LIMITED,775220.0,3107.76,2025-08-06
TASTYBITE,TASTY BITE EATABLES LTD,6710.0,746.39,2025-08-06
TATACHEM,TATA CHEMICALS LTD,730276.0,6716.03,2025-08-06
TATACOMM,TATA COMMUNICATIONS LTD,296701.0,4882.39,2025-08-06
TATACONSUM,TATA CONSUMER PRODUCT LTD,839890.0,8588.79,2025-08-06
TATAELXSI,TATA ELXSI LIMITED,315419.0,19188.57,2025-08-06
TATAGOLD,TATAAML-TATAGOLD,2355389.0,215.24,2025-08-06
TATAINVEST,TATA INVESTMENT CORP LTD,115458.0,7388.33,2025-08-06
TATAMOTORS,TATA MOTORS LIMITED,19184216.0,127819.32,2025-08-06
TATAPOWER,TATA POWER CO LTD,11146369.0,41195.38,2025-08-06
TATASTEEL,TATA STEEL LIMITED,19898675.0,28269.32,2025-08-06
TATATECH,TATA TECHNOLOGIES LIMITED,3447897.0,25369.14,2025-08-06
TATSILV,TATAAML-TATSILV,1275342.0,139.8,2025-08-06
TATVA,TATVA CHIN PHARM CHEM LTD,384192.0,3695.13,2025-08-06
TBOTEK,TBO TEK LIMITED,71490.0,915.79,2025-08-06
TBZ,TRIB BHIMJI ZAVERI LTD,404644.0,798.41,2025-08-06
TCI,TRANSPORT CORPN OF INDIA,28025.0,302.1,2025-08-06
TCIEXP,TCI EXPRESS LIMITED,106608.0,859.34,2025-08-06
TCPLPACK,TCPL PACKAGING LIMITED,27375.0,1055.47,2025-08-06
TCS,TATA CONSULTANCY SERV LT,3957011.0,121889.19,2025-08-06
TDPOWERSYS,TD POWER SYSTEMS LTD.,1112005.0,4525.27,2025-08-06
TEAMLEASE,TEAMLEASE SERVICES LTD.,112648.0,2117.58,2025-08-06
TECH,BIRLASLAMC - TECH,23133.0,9.02,2025-08-06
TECHM,TECH MAHINDRA LIMITED,1505748.0,22203.85,2025-08-06
TECHNOE,TECHNO ELEC & ENG CO. LTD,580202.0,7970.05,2025-08-06
TEGA,TEGA INDUSTRIES LIMITED,470304.0,8528.62,2025-08-06
TEJASNET,TEJAS NETWORKS LIMITED,3907387.0,27773.36,2025-08-06
TEXINFRA,TEXMACO INFRA & HOLDG LTD,725128.0,815.86,2025-08-06
TEXMOPIPES,TEXMO PIPE & PRODUCTS LTD,9307.0,6.29,2025-08-06
TEXRAIL,TEXMACO RAIL & ENG. LTD.,8573818.0,13553.58,2025-08-06
TFCILTD,TOURISM FINANCE CORP. OF,12178130.0,25766.12,2025-08-06
THANGAMAYL,THANGAMAYIL JEWELLERY LTD,43698.0,798.15,2025-08-06
THEINVEST,THE INVEST TRUST OF IND L,1165.0,1.4,2025-08-06
THEJO,THEJO ENGINEERING LIMITED,5019.0,100.42,2025-08-06
THELEELA,SCHLOSS BANGALORE LIMITED,97093.0,397.98,2025-08-06
THEMISMED,THEMIS MEDICARE LTD.,144855.0,244.28,2025-08-06
THERMAX,THERMAX LTD,151131.0,5320.91,2025-08-06
THOMASCOOK,THOMAS COOK (INDIA) LTD,2639654.0,4168.66,2025-08-06
THYROCARE,THYROCARE TECH LTD,65245.0,811.85,2025-08-06
TI,TILAKNAGAR INDUSTRIES LTD,2746581.0,11143.21,2025-08-06
TIIL,TECHNOCRAFT IND LTD,14911.0,441.9,2025-08-06
TIINDIA,TUBE INVEST OF INDIA LTD,265079.0,7638.02,2025-08-06
TIMETECHNO,TIME TECHNOPLAST LTD.,1257701.0,5009.2,2025-08-06
TIMKEN,TIMKEN INDIA LTD.,82321.0,2535.05,2025-08-06
TINNARUBR,TINNA RUBBER AND INFR LTD,16523.0,158.73,2025-08-06
TIPSMUSIC,TIPS MUSIC LIMITED,612459.0,3643.02,2025-08-06
TIRUMALCHM,THIRUMALAI CHEMICALS LTD,1488747.0,4209.28,2025-08-06
TITAGARH,TITAGARH RAIL SYSTEMS LTD,3002259.0,26216.97,2025-08-06
TITAN,TITAN COMPANY LIMITED,676658.0,21838.48,2025-08-06
TMB,TAMILNAD MERCA BANK LTD,315903.0,1335.65,2025-08-06
TNIDETF,TATAAML - TNIDETF,75341.0,63.41,2025-08-06
TNPETRO,TAMILNADU PETROPRODUCTS L,67095.0,60.5,2025-08-06
TNPL,TAMILNADU NEWSPRT & PAPER,588963.0,960.33,2025-08-06
TOKYOPLAST,TOKYO PLAST INTL LTD,3127.0,3.95,2025-08-06
TOLINS,TOLINS TYRES LIMITED,54380.0,82.03,2025-08-06
TOP100CASE,ZERODHAAMC - TOP100CASE,145434.0,14.23,2025-08-06
TOP10ADD,DSPAMC - TOP10ADD,102764.0,86.73,2025-08-06
TORNTPHARM,TORRENT PHARMACEUTICALS L,44392.0,1437.62,2025-08-06
TORNTPOWER,TORRENT POWER LTD,585062.0,8000.74,2025-08-06
TPLPLASTEH,TPL PLASTECH LIMITED,77330.0,66.59,2025-08-06
TRACXN,TRACXN TECHNOLOGIES LTD,245655.0,177.52,2025-08-06
TRANSRAILL,TRANSRAIL LIGHTING LTD,1664295.0,10405.16,2025-08-06
TRANSWORLD,TRANSWORLD SHIP LINES LTD,55557.0,117.02,2025-08-06
TRAVELFOOD,TRAVEL FOOD SERVICES LTD,6775.0,69.44,2025-08-06
TREL,TRANSINDIA REAL ESTATE L,73100.0,25.86,2025-08-06
TRENT,TRENT LTD,1343368.0,70112.71,2025-08-06
TRF,TRF LIMITED,10408.0,39.41,2025-08-06
TRIDENT,TRIDENT LIMITED,27381925.0,8012.61,2025-08-06
TRIGYN,TRIGYN TECHNOLOGIES LTD,19380.0,18.19,2025-08-06
TRITURBINE,TRIVENI TURBINE LIMITED,1010733.0,5708.2,2025-08-06
TRIVENI,TRIVENI ENGG. & INDS. LTD,1326147.0,4872.89,2025-08-06
TRU,TRUCAP FINANCE LIMITED,552.0,0.37,2025-08-06
TTKHLTCARE,TTK HEALTHCARE LIMITED,3217.0,45.07,2025-08-06
TTKPRESTIG,TTK PRESTIGE LTD,109526.0,719.39,2025-08-06
TTML,TATA TELESERV(MAHARASTRA),202633.0,157.35,2025-08-06
TVSELECT,TVS ELECTRONICS LTD,2934.0,15.28,2025-08-06
TVSHLTD,TVS HOLDINGS LIMITED,10235.0,1104.06,2025-08-06
TVSMOTOR,TVS MOTOR COMPANY  LTD,176484.0,4653.75,2025-08-06
TVSSCS,TVS SUPPLY CHAIN SOL L,3017717.0,4070.72,2025-08-06
TVSSRICHAK,TVS SRICHAKRA LIMITED,7546.0,237.79,2025-08-06
TVTODAY,TV TODAY NETWORK LTD,361709.0,693.34,2025-08-06
UBL,UNITED BREWERIES LTD,125499.0,2390.86,2025-08-06
UCAL,UCAL LIMITED,16615.0,26.67,2025-08-06
UCOBANK,UCO BANK,37248005.0,11696.62,2025-08-06
UDAICEMENT,UDAIPUR CEMENT WORKS LTD,251134.0,88.79,2025-08-06
UDS,UPDATER SERVICES LIMITED,813368.0,2338.07,2025-08-06
UFLEX,UFLEX LIMITED,204183.0,1128.74,2025-08-06
UFO,UFO MOVIEZ INDIA LTD.,102933.0,88.31,2025-08-06
UGARSUGAR,THE UGAR SUGAR WORKS LTD,509678.0,249.44,2025-08-06
UGROCAP,UGRO CAPITAL LIMITED,949613.0,1557.9,2025-08-06
UJJIVANSFB,UJJIVAN SMALL FINANC BANK,22045732.0,9411.03,2025-08-06
ULTRACEMCO,ULTRATECH CEMENT LIMITED,69449.0,7825.31,2025-08-06
UNICHEMLAB,UNICHEM LABORATORIES LTD,89642.0,522.0,2025-08-06
UNIDT,UNITED DRILLING TOOLS LTD,15777.0,37.79,2025-08-06
UNIECOM,UNICOMMERCE ESOLUTIONS L,959450.0,1166.17,2025-08-06
UNIENTER,UNIPHOS ENTERPRISES LTD,1000.0,1.7,2025-08-06
UNIMECH,UNIMECH AEROSPACE N MFG L,9880.0,95.92,2025-08-06
UNIONBANK,UNION BANK OF INDIA,23256529.0,29929.99,2025-08-06
UNIONGOLD,UNIONAMC - UNIONGOLD,1.0,0.0,2025-08-06
UNIPARTS,UNIPARTS INDIA LIMITED,175850.0,649.63,2025-08-06
UNITDSPR,UNITED SPIRITS LIMITED,1624757.0,20550.72,2025-08-06
UNITEDTEA,UNITED NILGIRI TEA LTD,50.0,0.25,2025-08-06
UNIVCABLES,UNIVERSAL CABLES LTD,134494.0,752.28,2025-08-06
UNOMINDA,UNO MINDA LIMITED,394730.0,3904.89,2025-08-06
UPL,UPL LIMITED,587218.0,3519.26,2025-08-06
URJA,URJA GLOBAL LIMITED,272961.0,43.52,2025-08-06
USHAMART,USHA MARTIN LTD.,1285068.0,4683.93,2025-08-06
USK,UDAYSHIVAKUMAR INFRA LTD,2450.0,0.97,2025-08-06
UTIAMC,UTI ASSET MNGMT CO LTD,280074.0,3492.88,2025-08-06
UTIBANKETF,UTIAMC - UTIBANKETF,21668.0,12.12,2025-08-06
UTINEXT50,UTIAMC - UTINEXT50,221050.0,161.06,2025-08-06
UTINIFTETF,UTIAMC - UTINIFTETF,4632.0,11.03,2025-08-06
UTISENSETF,UTIAMC - UTISENSETF,1458.0,13.06,2025-08-06
UTISXN50,UTIAMC - UTISXN50,3474.0,3.08,2025-08-06
UTKARSHBNK,UTKARSH SMALL FIN BANK L,15887525.0,4221.66,2025-08-06
UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,290657.0,820.5,2025-08-06
UYFINCORP,U. Y. FINCORP LIMITED,39043.0,7.64,2025-08-06
V2RETAIL,V2 RETAIL LIMITED,70904.0,1222.56,2025-08-06
VADILALIND,VADILAL INDUSTRIES LTD,10442.0,515.81,2025-08-06
VAIBHAVGBL,VAIBHAV GLOBAL LIMITED,1105165.0,2652.88,2025-08-06
VAKRANGEE,VAKRANGEE LIMITED,51095.0,14.51,2025-08-06
VAL30IETF,ICICIPRAMC - VAL30IETF,22078.0,2.86,2025-08-06
VALIANTLAB,VALIANT LABORATORIES LTD,16167.0,20.34,2025-08-06
VALIANTORG,VALIANT ORGANICS LIMITED,3175.0,15.32,2025-08-06
VARDHACRLC,VARDHAMAN ACRYLICS LTD,2223.0,1.19,2025-08-06
VARROC,VARROC ENGINEERING LTD.,386028.0,2077.6,2025-08-06
VASCONEQ,VASCON ENGINEERS LTD,3723176.0,1967.05,2025-08-06
VBL,VARUN BEVERAGES LIMITED,7507761.0,36274.49,2025-08-06
VEDL,VEDANTA LIMITED,15230298.0,63722.09,2025-08-06
VEEDOL,VEEDOL CORPORATION LTD,53771.0,911.12,2025-08-06
VENKEYS,VENKY S (INDIA) LIMITED,89553.0,1397.45,2025-08-06
VENTIVE,VENTIVE HOSPITALITY LTD,796249.0,5837.18,2025-08-06
VENUSPIPES,VENUS PIPES & TUBES LTD,272490.0,3813.11,2025-08-06
VENUSREM,VENUS REMEDIES LIMITED,250.0,0.85,2025-08-06
VERANDA,VERANDA LEARNING SOL LTD,510760.0,1222.44,2025-08-06
VESUVIUS,VESUVIUS INDIA LTD,243035.0,1272.64,2025-08-06
VETO,VETO SWITCHGEAR CABLE LTD,11521.0,14.82,2025-08-06
VGUARD,V-GUARD IND LTD.,329569.0,1237.36,2025-08-06
VHL,VARDHMAN HOLDINGS LIMITED,353.0,14.22,2025-08-06
VIDHIING,VIDHI SPCLTY F INGRDNTS L,822172.0,3625.01,2025-08-06
VIJAYA,VIJAYA DIAGNOSTIC CEN LTD,153516.0,1557.16,2025-08-06
VIKASECO,VIKAS ECOTECH LIMITED,37450.0,0.99,2025-08-06
VIKASLIFE,VIKAS LIFECARE LIMITED,675759.0,21.63,2025-08-06
VIMTALABS,VIMTA LABS LIMITED,271344.0,1506.65,2025-08-06
VINATIORGA,VINATI ORGANICS LTD,48106.0,779.35,2025-08-06
VINCOFE,VINTAGE COFFEE N BVRGS L,949266.0,1215.86,2025-08-06
VINDHYATEL,VINDHYA TELELINKS LTD,173442.0,3085.38,2025-08-06
VINYLINDIA,VINYL CHEMICALS (I) LTD.,12323.0,32.14,2025-08-06
VIPCLOTHNG,VIP CLOTHING LIMITED,143147.0,60.85,2025-08-06
VIPIND,VIP INDUSTRIES LTD,1148207.0,4905.16,2025-08-06
VIPULLTD,VIPUL LIMITED,6996.0,1.88,2025-08-06
VIRINCHI,VIRINCHI LIMITED,13187.0,4.13,2025-08-06
VISAKAIND,VISAKA INDUSTRIES LTD,28668.0,27.51,2025-08-06
VISHNU,VISHNU CHEMICALS LIMITED,438310.0,1940.99,2025-08-06
VISHWARAJ,VISHWARAJ SUGAR IND LTD,170871.0,19.43,2025-08-06
VLSFINANCE,VLS FINANCE LTD,21884.0,60.9,2025-08-06
VMART,VMART RETAIL LTD,104662.0,871.08,2025-08-06
VMM,VISHAL MEGA MART LIMITED,4139425.0,5170.05,2025-08-06
VOLTAMP,VOLTAMP TRANSFORMERS LTD,91857.0,7365.41,2025-08-06
VOLTAS,VOLTAS LTD,688268.0,8654.43,2025-08-06
VPRPL,VISHNU PRAKASH R PUNGLI L,1639025.0,3013.35,2025-08-06
VRAJ,VRAJ IRON AND STEEL LTD,62782.0,140.04,2025-08-06
VRLLOG,VRL LOGISTICS LIMITED,276051.0,1481.09,2025-08-06
VSSL,VARDHMAN SPC STEEL LTD,110812.0,294.76,2025-08-06
VSTIND,VST INDUSTRIES LTD,1466122.0,4250.15,2025-08-06
VSTL,VIBHOR STEEL TUBES LTD,5198.0,10.14,2025-08-06
VSTTILLERS,VST TILLERS TRACTORS LTD,26981.0,1205.92,2025-08-06
VTL,VARDHMAN TEXTILES LIMITED,591535.0,2721.95,2025-08-06
WAAREEENER,WAAREE ENERGIES LIMITED,1284836.0,36086.86,2025-08-06
WAAREERTL,WAAREE RENEWABLE TECH LTD,335852.0,3527.18,2025-08-06
WABAG,VA TECH WABAG LTD,707309.0,9446.66,2025-08-06
WALCHANNAG,WALCHANDNAGAR INDUSTRIES,39969.0,90.66,2025-08-06
WANBURY,WANBURY LIMITED,5054.0,15.49,2025-08-06
WCIL,WESTERN CARRIERS (IND) L,615114.0,537.82,2025-08-06
WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD,266239.0,3355.68,2025-08-06
WEL,WONDER ELECTRICALS LTD,742340.0,1212.4,2025-08-06
WELCORP,WELSPUN CORP LIMITED,1270871.0,9926.41,2025-08-06
WELENT,WELSPUN ENTERPRISES LTD.,833251.0,3863.7,2025-08-06
WELSPUNLIV,WELSPUN LIVING LIMITED,9489906.0,13001.95,2025-08-06
WENDT,WENDT (INDIA) LIMITED,42982.0,4016.23,2025-08-06
WESTLIFE,WESTLIFE FOODWORLD LTD,67922.0,507.5,2025-08-06
WHEELS,WHEELS INDIA LTD,106237.0,774.69,2025-08-06
WHIRLPOOL,WHIRLPOOL OF INDIA LTD,149846.0,1932.14,2025-08-06
WINDLAS,WINDLAS BIOTECH LIMITED,209999.0,1846.02,2025-08-06
WINDMACHIN,WINDSOR MACHINES LIMITED,102268.0,353.94,2025-08-06
WIPRO,WIPRO LTD,7279421.0,17461.63,2025-08-06
WOCKPHARMA,WOCKHARDT LIMITED,1622207.0,21808.29,2025-08-06
WONDERLA,WONDERLA HOLIDAYS LTD.,220588.0,1853.83,2025-08-06
WORTH,WORTH PERIPHERALS LIMITED,14972.0,23.19,2025-08-06
WSTCSTPAPR,WEST COAST PAPER MILLS LT,269734.0,1402.46,2025-08-06
XCHANGING,XCHANGING SOLUTIONS LTD,393947.0,415.19,2025-08-06
XPROINDIA,XPRO INDIA LIMITED,102359.0,1229.5,2025-08-06
YASHO,YASHO INDUSTRIES LIMITED,6300.0,104.41,2025-08-06
YATHARTH,YATHARTH HOSP & TRA C S L,599015.0,3065.58,2025-08-06
YATRA,YATRA ONLINE LIMITED,820905.0,667.72,2025-08-06
YESBANK,YES BANK LIMITED,364227670.0,69522.79,2025-08-06
YUKEN,YUKEN INDIA LIMITED,7990.0,85.69,2025-08-06
ZAGGLE,ZAGGLE PREPA OCEAN SER L,1421085.0,5087.02,2025-08-06
ZEEL,ZEE ENTERTAINMENT ENT LTD,35796610.0,49456.95,2025-08-06
ZEELEARN,ZEE LEARN LIMITED,11500.0,1.05,2025-08-06
ZEEMEDIA,ZEE MEDIA CORPORATION LTD,5214369.0,799.13,2025-08-06
ZENSARTECH,ZENSAR TECHNOLOGIES  LTD,773774.0,5885.35,2025-08-06
ZENTEC,ZEN TECHNOLOGIES LIMITED,484043.0,7628.09,2025-08-06
ZFCVINDIA,ZF COM VE CTR SYS IND LTD,7970.0,826.23,2025-08-06
ZIMLAB,ZIM LABORATORIES LIMITED,86971.0,88.4,2025-08-06
ZODIAC,ZODIAC ENERGY LIMITED,253.0,1.12,2025-08-06
ZOTA,ZOTA HEALTH CARE LIMITED,96957.0,1012.39,2025-08-06
ZUARI,ZUARI AGRO CHEMICALS LTD,456129.0,983.89,2025-08-06
ZUARIIND,ZUARI INDUSTRIES LIMITED,152706.0,471.88,2025-08-06
ZYDUSLIFE,ZYDUS LIFESCIENCES LTD,763402.0,6956.75,2025-08-06
ZYDUSWELL,ZYDUS WELLNESS LIMITED,93030.0,1758.32,2025-08-06
20MICRONS,20 MICRONS LTD,192208.0,447.38,2025-08-07
360ONE,360 ONE WAM LIMITED,590584.0,6080.02,2025-08-07
3IINFOLTD,3I INFOTECH LIMITED,945572.0,255.56,2025-08-07
3MINDIA,3M INDIA LIMITED,5603.0,1549.82,2025-08-07
500245,KIRLOSKAR FERROUS INDUSTRIES L,2.0,0.01,2025-08-07
5PAISA,5PAISA CAPITAL LIMITED,31698.0,139.23,2025-08-07
63MOONS,63 MOONS TECHNOLOGIES LTD,309571.0,2734.07,2025-08-07
AAATECH,AAA TECHNOLOGIES LIMITED,1465.0,1.37,2025-08-07
AADHARHFC,AADHAR HOUSING FINANCE L,610726.0,2871.19,2025-08-07
AARON,AARON INDUSTRIES LIMITED,695.0,3.17,2025-08-07
AARTIDRUGS,AARTI DRUGS LTD.,247600.0,1195.93,2025-08-07
AARTIIND,AARTI INDUSTRIES LTD,4163344.0,17460.53,2025-08-07
AARTIPHARM,AARTI PHARMALABS LIMITED,437897.0,3361.7,2025-08-07
AARTISURF,AARTI SURFACTANTS LIMITED,655.0,3.6,2025-08-07
AARVI,AARVI ENCON LIMITED,1026.0,1.11,2025-08-07
AAVAS,AAVAS FINANCIERS LIMITED,217077.0,3659.01,2025-08-07
ABAN,ABAN OFFSHORE LTD.,17002.0,8.99,2025-08-07
ABB,ABB INDIA LIMITED,490680.0,25950.74,2025-08-07
ABBOTINDIA,ABBOTT INDIA LIMITED,11026.0,3482.38,2025-08-07
ABCAPITAL,ADITYA BIRLA CAPITAL LTD.,4746569.0,10793.55,2025-08-07
ABDL,ALLIED BLEND N DISTILS L,737608.0,3036.71,2025-08-07
ABFRL,ADITYA BIRLA FASHION & RT,28262359.0,33605.56,2025-08-07
ABGSEC,BIRLASLAMC - ABGSEC,2301.0,2.53,2025-08-07
ABLBL,ADITYA BIRLA LIFES BRAN L,5040514.0,7568.14,2025-08-07
ABREL,ADITYA BIRLA REAL EST LTD,299687.0,5956.15,2025-08-07
ABSLAMC,ADIT BIRL SUN LIF AMC LTD,313156.0,2366.58,2025-08-07
ABSLBANETF,BIRLASLAMC - ABSLBANETF,4957.0,2.64,2025-08-07
ABSLLIQUID,BIRLASLAMC - ABSLLIQUID,21.0,0.18,2025-08-07
ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,176081.0,133.64,2025-08-07
ABSLPSE,BIRLASLAMC-ABSLPSE,119841.0,10.35,2025-08-07
ACC,ACC LIMITED,914180.0,15687.78,2025-08-07
ACCELYA,ACCELYA SOLN INDIA LTD,216463.0,3153.28,2025-08-07
ACE,ACTION CONST EQUIP LTD,685882.0,7756.2,2025-08-07
ACI,ARCHEAN CHEMICAL IND LTD,410213.0,2479.75,2025-08-07
